discussion_answer_id,ualberta_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"RUSmOPEHEeWnOBISxifLdw",0fa0dedfc5e23cff6cc38fea3679397fb9fcdcc9,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Yes, I was blown away by the video, too. I can remember how I learned together with friends to \"hack\" a C64 personal computer, and that experience was quite the same: no internet, not so much books, and a lot of time and fun tinkering around. I definitely want to have more of that experience back again in my life, so I bought a raspberry pi a few weeks ago in order to play around together with my child. We will see ...</text></co-content>","be1CLPB6EeWcTQpIg9bO1w","",2016-03-23 14:55:23.386,2016-03-23 14:55:23.386
"01fY-gorEeahtBJodWmeEw",0fa0dedfc5e23cff6cc38fea3679397fb9fcdcc9,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Me too!</text><text>I am a certified project manager and scrum master, but I lack the experience of managing a software development project. I therefor took this course mainly for two reasons:</text><text>a) to get this certificate as a utility for better opportunities to get a job I really enjoy</text><text>b) to refresh my knowledge (and to learn a trick or two, that I did not know before)</text><text>Regarding these two goals, the experience of this course and capstone project has been quite enjoyable for me. I did like to see the video material. It has not been so much receiving new knowledge, but it was a valuable refresher and quite fun to watch the material. It helped me to remember (and hopefully to remember again, when I will experience a challenge during the coming projects) and to reinforce the agile mindset.</text><text>I really appreciated to get some written material (course notes in pdf), so that I did not have to make too much notes but just a few screenshots and remarks. That helped me a lot in the capstone, and it will help me in the future to remember some details.</text><text>In my opinion, the assignments where not such hard, so it was quite fun to do the work and see the results towards the final goal. The only parts I had difficulties with where the parts when it depended on the English language, for example the subtle differences within the wording of requirements. During the capstone,  sometimes I had to replay the videos a few times to understand the sentences of the actors, but that is ok - and the subtitles helped a lot, too.</text><text>I really enjoyed the work during the capstone. It was \"like real life\", and using the stuff we had learned during the courses was such a joyfull experience. I wish I would find other courses / capstone projects like that and I certainly will keep an eye on future courses on coursera.</text><text>Finishing the \"project\" of the capstone really motivated me again to progress with some of my personal software projects I have had in the backlog of my head, and certainly I will start them in the near future and will use the methods of this course to further train the skills and to reinforce the knowledge gained during this courses.</text><text>I would recommend that course to anyone interested in project management and software development. A lot of thanks to the team, you did a great job. 5 Stars from me! </text><text>PS: Just a tiny thing that may be improved: as it is sugested several times, sometimes there is not a single right answer. In that cases, the checklist for the peer review of the assignments should take this into account and be  less strict. For example, the planning of the releases can differ, but none the less the planning is not really wrong. Just a tiny remark from my side.</text></co-content>","dYS2AwkaEeau9AoaFBtgPw","",2016-04-24 14:50:02.70,2016-04-24 14:50:02.70
"koetOvQPEeW_XA7aY2erXQ",0fa0dedfc5e23cff6cc38fea3679397fb9fcdcc9,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, I did the reviews in week 1. However, I do not have the URLs any more for the peer's requirements. How do I get access again so that I can do the assignments for week 2? Thank you very much in advance. Best regards, Thorsten</text><text>PS: I have the peer's requirments in PDF, but it was mentioned to do the review in google docs, right?</text></co-content>","a82XfPHSEeWWORKcDoY1lQ","",2016-03-27 11:32:22.472,2016-03-27 11:32:22.472
"lAN0HvEGEeWqSQ7kx0rpLQ",0fa0dedfc5e23cff6cc38fea3679397fb9fcdcc9,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Would it be possible to provide the subtitle files? I know, some part the experience is to find the right questions (and to get the answers only if you choose wise), but since not every one in this course is an English native speaker, reading the text would be of some help. After all, it is not a lesson in english comprehension, but in software development management. Thanks to the team in advance.</text></co-content>","yPxPIvAmEeWlJhJpbKSYeQ","",2016-03-23 14:50:26.002,2016-03-23 14:50:26.002
"ajRowQpbEeaC2Qp7KBUB1w",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi,</text><text>i still need one more. please do it!</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>thank you in advance!</text></co-content>","9n_Ylv5fEeWS4Ar9qFG8UQ","",2016-04-24 20:30:42.15,2016-04-24 20:30:42.15
"YNw_2wlBEeayPAoPBKi3uQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>i did it - can you please do it for me too?</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>thanks in advance!</text></co-content>","rdt3dfcAEeWqQwq9khhH1Q","",2016-04-23 10:51:48.395,2016-04-23 10:51:48.395
"FFWnqglFEeahug6qIphsqw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","axwKgP9ZEeWftQ4Vb9ltCw","",2016-04-23 11:18:17.993,2016-04-23 11:18:17.993
"C8gKwQn3EeadlgpmDmXjOw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","9n_Ylv5fEeWS4Ar9qFG8UQ","",2016-04-24 08:32:14.062,2016-04-24 08:32:14.062
"8IFnawlDEeadCAokotFXQQ",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done!</text><text>please grade my as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>Thanks in advance!</text></co-content>","PkqyV_90EeWlQw7xlSHNnQ","",2016-04-23 11:10:08.385,2016-04-23 11:10:08.385
"R6K-2AlFEeadlgpmDmXjOw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","h8ectwRBEeamGg7Dz_SaMQ","",2016-04-23 11:19:44.062,2016-04-23 11:19:44.062
"6BduhglCEeahug6qIphsqw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Cristian,</text><text>both are done. Please a favor in return:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>thanks in advance! If Nina can do it too it will be great!</text><text>KR</text><text/><text/></co-content>","tzjdjAA2EealQw7xlSHNnQ","FrjosgFaEea58Q75huYNRw",2016-04-23 11:02:44.772,2016-04-23 11:02:44.772
"sv7VSwlEEeamMA4cfDGJIw",4d1cbbd3884a438b3dd7d18b25a78015a537bd70,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>done,</text><text>please do mine as well:</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/2Yr8DAlAEeadCAokotFXQQ</a></text><text>unfortunately i identified problems with my submission at very start of the course..</text><text>thank you in advance!</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","g9rLw_5uEeWW0grgb0UTkQ",2016-04-23 11:15:34.685,2016-04-23 11:15:34.685
"OjzbXPDiEeWFuw7QEATDpw",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Whao! I went through your linked in page and I'm impressed. I'm new to Product Management. I haven't heard any experience in agile development and haven't worked in an agile team before. Would love you to mentor me if you're willing. This course is really an eye opener and I think I would love to go the product management way.</text></co-content>","bY89svCXEeWFuw7QEATDpw","",2016-03-23 10:30:13.501,2016-03-23 10:30:13.501
"4fDAV_DgEeWWORKcDoY1lQ",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hey Guys, I could us your experience on this project. I haven't worked in an agile team before, I also haven't used agile for my work before but this course exposed me to insights that will help me in my work. I'm considering changing my job to product management when I have the opportunity or if given the opportunity. Would you mind if I ask you questions pertaining to this project when I'm stuck? Would be glad to collaborate.</text></co-content>","ucsz4vAGEeWkUAr_DMJ5Lw","",2016-03-23 10:20:35.866,2016-03-23 10:20:35.866
"TfDtn_jMEeWPcBKgw3iPNw",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I also have the same issue. I installed the app on two android phones. I have week 2 to 6 locked with a padlock. </text><text>I have managed to do the first assignment from the office yesterday. I can't do the second assignment because of this lock on weeks 2 to 6.</text></co-content>","OpjOhPU2EeWbXA5c3AKwjQ","",2016-04-02 12:13:26.932,2016-04-02 12:13:26.932
"BY3tDvFGEeWB0QpuSDkq-Q",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Yes... It's still not working. I'm using mobile Firefox.  Now I want to try it with my phone. </text></co-content>","uwJmLvBOEeWB0QpuSDkq-Q","",2016-03-23 22:24:34.786,2016-03-23 22:24:34.786
"2ItkRfEREeWeyQ6xu8k3Vw",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>I have issues with the Expert Interview video. When I selected the question, \"Do you mean like teachers, family and friends?\" The corresponding expert video failed to load. Kindly help resolve this issue.</text><text>Thanks.</text></co-content>","uwJmLvBOEeWB0QpuSDkq-Q","D-tYefBbEeWB0QpuSDkq-Q",2016-03-23 16:11:05.442,2016-03-23 16:11:05.442
"cEdSyPjLEeWnyw45DXyCTw",5449674cafb4d91701b5a2baed615a859fef826d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>It actually felt weird at first having a developer cum scrum master and 2 developers. I felt the number of developers are two...but with your explanation I now understand. She can better communicate to the developers in situations where the scrum master (me) is just new out of a capstone project. As I speak...I'm looking for volunteer pm roles I can take after this capstone project. It is not enough to finish the capstone project and not getting your hands dirty.</text></co-content>","EY_yyfhAEeWnyw45DXyCTw","",2016-04-02 12:07:15.044,2016-04-02 12:07:15.044
"2_ZArv53EeWZ8AoH1Zkwbw",09496afbb7d49e39d2853bf4d6e66985e6c73021,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Done</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","_tsC6f52EeWa4BJaeUokOQ",2016-04-09 17:24:04.958,2016-04-09 17:24:04.958
"5J8cOQupEea44Qp49aJR6w",65a0e6332fd5369d92869f79e34af62b7a894514,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I actually thought josh was going to be the loose canon n.n. Excellent work!!</text></co-content>","j0x6aQsDEeamMA4cfDGJIw","",2016-04-26 12:24:59.439,2016-04-26 12:24:59.439
"MJ8gdfYcEeWdIhI-GrEcAw",b9631a856c200ab0bec6d7cd75dfeb27c1509513,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hello there. I am also from Greece. A veteran software development engineer and project manager that wishes to be more involved with Agile methods and principles.</text></co-content>","o7eGcfQsEeWB9gr2ttYzXQ","",2016-03-30 02:07:43.992,2016-03-30 02:07:43.992
"QK-RfA81Eea44Qp49aJR6w",2af8e71a1e975eccd268f9b956409b43fff1f541,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hey, I still need any of them reviewed. If you could lend a hand would be awesome. I will gladly return the favor if you still need reviewers.</text><text>Thanks in advance!</text><text>5.10</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/PZ5esw8uEea63hJ3Ni_BAw\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/PZ5esw8uEea63hJ3Ni_BAw</a></text><text>5.13</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/YLJk4/5-13-assignment-iteration-plan-for-sprint-3-graded/review/u1tBeg8yEea84w5Krj7Aqw\">https://www.coursera.org/learn/software-product-management-capstone/peer/YLJk4/5-13-assignment-iteration-plan-for-sprint-3-graded/review/u1tBeg8yEea84w5Krj7Aqw</a></text><text/></co-content>","W73ldgmJEeapsg5V67N9Xw","",2016-05-01 00:40:07.431,2016-05-01 00:40:07.431
"ZFcvjwKFEeamGg7Dz_SaMQ",2af8e71a1e975eccd268f9b956409b43fff1f541,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you very much. I resubmitted my work and now I get a message next to my old grade stating that the grade will be updated soon.. I'm not sure how that works if I should ask classmates to review it again or .. can you take a look? I have no idea. Please let me know how to proceed.</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/vpOtfwJ_EeagVwrGhMvzTw\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/vpOtfwJ_EeagVwrGhMvzTw</a></text><text>To answer your question: I think that a warning at the top making the user aware that they can place as many stories as long as they don't exceed 20 points would be one of the simplest to implement. </text><text>Another idea would be to make the page scrollable (and not the columns) and the columns for each of the sprints long enough to contain together all the stories in the backlog. This way it would be easier to figure out that more stories, and particularly a different number of stories, can be placed in each sprint.</text><text>Thank you for considering my feedback!</text><text>Best regards,</text><text>Cristian</text><text/></co-content>","Evdk7AFgEeaFRBL8xcPRow","3rJhDAGMEeaTWRLC7rustw",2016-04-14 21:11:01.872,2016-04-14 21:11:01.872
"pemERPT0EeWuFQ44bDlsAw",2af8e71a1e975eccd268f9b956409b43fff1f541,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, Can you please clarify for the rest of us what the \"old version of the assignment\" is and what is the new version?</text><text>I am very confused about what I need to do for week 2.</text><text>I don't have one of the URLs for a peer which I reviewed and also no screenshots.</text><text>Can you please clarify what anyone else who is in this situation can do?</text><text>Thank you very much!</text><text/><text>Best regards,</text><text>Cristian</text></co-content>","a82XfPHSEeWWORKcDoY1lQ","",2016-03-28 14:52:09.741,2016-03-28 14:52:09.741
"7PQi4Q8zEeaotQoPyNtt_Q",2af8e71a1e975eccd268f9b956409b43fff1f541,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Is there any way someone can take a look at my assignments? I will gladly return the favor!</text><text>Thanks in advance!!</text><text>5.10</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/PZ5esw8uEea63hJ3Ni_BAw\">https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/PZ5esw8uEea63hJ3Ni_BAw</a></text><text>5.13</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/YLJk4/5-13-assignment-iteration-plan-for-sprint-3-graded/review/u1tBeg8yEea84w5Krj7Aqw\">https://www.coursera.org/learn/software-product-management-capstone/peer/YLJk4/5-13-assignment-iteration-plan-for-sprint-3-graded/review/u1tBeg8yEea84w5Krj7Aqw</a></text><text/><text/></co-content>","XW3arw4DEea44Qp49aJR6w","",2016-05-01 00:30:37.455,2016-05-01 00:30:37.455
